start	end	eng	cmn	jpn
3380957	3385025	I don't understand.  Let's face reality, Gru.	我不明白  面对现实吧 格鲁	- しかし、話が... - 話は終わりだ、グルー 
3385420	3397037	You've been at this for far too long with Far too little success.  We're gonna put our faith, our money, into a...  Well, a younger villain.	这个计划你已经跟进这么久了 却没取得什么进展  所以银行决定 转而投资...  更年轻的坏蛋	君の話は聞いたが  成功するとはとても思えん  資金か？ 今回は無理だな 
3397140	3398038	But I...	可是我...	
3398725	3401041	It's over. Goodbye, Gru.	就这样吧 再见 格鲁	- しかし　私は... - 話は終わりだ  ご機嫌よう、グルー 
3422040	3430010	Now, I know there have been some rumours going around  that the bank is no longer funding us.	我知道现在有些谣言  说银行已经撤资了	今  もうみんな、噂を耳にしてるだろう 銀行は融資をしてくれない 
3430799	3434014	Well, I am here to put those rumours to rest.	我觉得需要出来说明一下	それらの噂を終わらせに来た 
3435720	3437017	They are true.	谣言是真的	事実なんだ 
3439599	3442022	In terms of money,	关于投资	お金については... 
3442978	3445025	we have no money.	我们没钱了	俺達には金がない 
3445230	3448028	So how will we get to the moon?	那还怎么登月呢?	どうやって月に行くかって？ 
3448984	3452032	The answer is clear.  We won't.	答案很明显  我们去不成了	答えは明らかだ  行けないんだ 
3455532	3459039	We are doomed.	我们完了	俺たちは終わりだ 
3459077	3464044	Now would probably be a good time to look for other employment options.	也许你们可以现在可以考虑另谋高就了	他の仕事を探す いいチャンスだ 
3465584	3466046	I know.	不过我知道	
3466238	3472052	I have fired up my resume as I suggest that all of you do, as well.	我把自己的履历烧掉了 我同样建议你们也这样做	俺は履歴書を書いた...  みんなにも仕事探しを提案する 
3473008	3474054	What is it?	你们在这干吗?	なんだ？ 
3476511	3480000	Can't you see that I am in the middle of a pep talk?	没看见我正在鼓舞士气吗?	大事な話をしてるのが わからんか？ 
3509461	3514034	Yes!  Yes, we will build our own rocket	对啊!  没错 我们自己造火箭	よっしゃー！  すぐにロケットを作るぞ 
3514466	3518038	using this and whatever else we can find!	竭尽所能 我们可以的!	これを使って、叶えてやる  使える物は何でも使え 
3518470	3522042	Grab everything! Hit the junkyards! Take apart the cars!	什么都行! 刨垃圾堆! 把车拆了!	家具を売れ、車をバラセ！ 銀行なんてクソくらえだ！ 
3522599	3526046	Who needs the bank?  Let's go. Let's go!	谁他妈需要什么银行?  开始行动 动起来!	みんな、働け！ やるぞ～～！ 
3553040	3556016		临界危险	”警告！” 
3558740	3562022		已安全	”安定” 
3576570	3582042	Mom! What are you doing here?  And here he is in the bathtub.	妈! 你怎么来了?  当时我正给他洗澡	ママ、どうしたんだい？  これがね、お風呂に入ってる所 見てごらん 
3582200	3584044	Look at his little buns.	看他的小屁屁	
3586204	3587047	Mom.	妈	
3587126	3589049	Not cool.	一点都不好玩	ママ...  やめてよ 
3590166	3595055	And here, he's all dressed up in his Sunday best.	这张 他当时要去做礼拜	これは女装した時よ 
3595380	3602002	He looks like a girl!  Yes, he does. An ugly girl!	真像个女孩!  没错 不过丑了点!	女の子みたいね  そうだね  ...モテナイ女の子 
3623658	3625025	You're funny!	你太好玩了!	
3625461	3626026			良い子ね 
3626430	3629029		5月26号 天鹅湖公演 盗月	
3638757	3641041	Yes! Mine's shaped like a dead guy!	太棒了! 我的饼干像具尸体!	
3641147	3642042			やったー！死んだ人みたいな形だ 
3644148	3647047			”安定” 
3647550	3650050			”警告” 
3651391	3653053			”危険” 
3659819	3662002	Mr Perkins, your son is here.	珀金斯先生 少爷来了	パーキンスさん 息子さんが来てます 
3662447	3664004	Send him in.	让他进来	通せ 
3665450	3667007	Hey, Dad.	嗨 老爹	やぁー父さん 
3667953	3677017	You wanted to see me?  - Yes, I did, Victor. - I am not Victor any more.  Victor was my nerd name. Now I am Vector!  Sit down!	你找我?  - 是的 向量 - 我现在不叫向量了  向量是上学时叫的 现在叫向量!  坐好!	- 何か用かい？ - ああ、ビクター  もうビクターじゃない 奴はおバカさんだ  - 今の僕はベクターだ - 座れ！ 
3679047	3691031	Do you know where the shrink ray is?  Duh! Back at my place.  Oh, is that right? Back at your place? That's cool.  I guess Gru must iust have one that looks exactly like it!	你知道缩小射线在哪儿吗?  当然! 在我那呢  你确定? 在你那儿? 那太好了  那格鲁这个估计是仿制的吧!	縮ませ光線銃は？  - 家にあるよ - 本当か？家にあるんだな  グルーが似たものを持ってたんでな あれは偽物なんだな！ 
3693728	3697037	What the... Those girls sold me cookies!	什么? 是那些卖我饼干的小女孩!	...待って  なんだ...クッキーの売り子たちだ！ 
3697274	3701041	Do you have any idea how lucrative this moon heist could be?	你知道这次盗月计划可能有多赚钱吗?	どれだけ月泥棒で 儲かるか分かるか？ 
3701111	3705045	I give you the opportunity of a lifetime,  and you just blow it!	我把这难得的大好良机给了你  你却让它打了水漂!	またお前をチャンスをぶち壊したな 
3705699	3709049	- No, I didn't. - Oh, really?	- 不 我没有 - 是吗?	壊すもんか 
3709411	3712052	You iust wait until Gru sees my latest weapon.	让格鲁等着吧 看我的最新武器	本当か？  奴にこれを見せつけてやる 
3712372	3715055	Squid-launcher! Oh, yeah!	乌贼喷枪! 宝贝 来吧!	イカがへばりついた！ 
3718336	3720000	There's a squid on my face!	有只乌贼掉我头上了!	
3722048	3723003	Don't worry.	别着急	
3723299	3727007	The moon is as good as ours.	月亮逃不出我们的手掌心	問題ない、月は僕らのものになる 
3729514	3731011	Come on now, it's bedtime.	过来 睡觉了	寝る時間だぞ 
3731099	3734014	Did you brush your teeth? Let me smell. Let me smell.	你刷牙了吗? 我来闻闻	- 歯磨きしたか？ - ハーしてみる？ 
3734895	3736016	You did not!	你没刷!	
3736304	3745025	Put on your PGs. Hold still. Okay, seriously! Seriously!  This is beddie-bye time, right now. I'm not kidding around. I mean it!	把睡衣穿上 不要乱动 好了 说真的 别闹了  该说晚安了 不是开玩笑 真的!	してないな  疲れてんだ、からかうな  さぁ、早く寝ろ  もう時間だ  早く寝ろ、寝るんだ 
3745113	3750030	- But we're not tired! - Well, I am tired.  Will you read us a bedtime story?	- 我们一点都不累! - 我累了  睡觉前能给我们讲个故事吗?	- 眠くないよ - 俺はクタクタだ  おとぎ話、読んでくれないの？ 
3754039	3756036	No.  Pretty please!	不能  求求你了!	ダメ 
3756592	3765045	The physical appearance of the "please" makes no difference.  It is still no, so go to sleep.  But we can't. We're all hyper!	再怎么求也不行  不行 赶快睡觉  睡不着 我们好兴奋!	お願い  可愛くお願いしてもムダだぞ  返事は”ダメ”だ、寝なさい  盛り上がってるのに 
3765133	3769049	And without a bedtime story, we'll just keep getting up and bugging you.	如果不念 我们就一直闹啊闹地吵你	お話なしじゃ眠れずに 悩まし続けるわよ 
3769721	3771051	All night long.	整个晚上哦	一晩中よ 
3772974	3774054	Fine.	你们赢了	仕方ないか... 
3775268	3778058	All right, all right. Sleepy Kittens.	好吧 好吧 小猫困了	OK 
3778322	3780000	Sleepy Kittens?	小猫困了?	わかったよ、 ”オネムな子猫ちゃん..."  ”オネムな子猫ちゃん..."? 
3780482	3782002	- What are these? - Puppets.	- 这是什么? - 手指玩偶	これは？ 
3782359	3785005	You use them when you tell the story.	讲故事时要用到的	子猫の指人形、使って 
3791743	3799019	Okay, let's get this over with.  "Three little kittens loved to play, they had fun in the sun all day.	好的 那就开始吧  "3只小猫爱玩耍 太阳下玩了一整天	わかった、読めばいいんだな  ...３匹の子猫ちゃんは 遊ぶのが好き  一日中、お外で遊んでました 
3799125	3807027	"Then their mother came out and said, 'Time for kittens to go to bed."'  Wow! This is garbage. You actually like this?	"妈妈过来说 宝贝们该睡觉"'  哇哦! 什么鬼东西 你们真的喜欢这个?	お母さんが来て、こう言いました おねんねの時間よ  つまらん、クズ話だ 
3807592	3809029	Keep reading!	继续念!	- この話、好きか？ - 読んで 
3809845	3812032	- Come on! - All right, all right, all right.	- 快点! - 好吧 那继续	- 読んでよ - まぁ～待て、読むから 
3812305	3817037	"Three little kittens started to bawl,  "'Mommy, we're not tired at all	"3只小猫大声吵  "妈咪 不累咋睡觉"	３匹の子ネコが泣き叫びました  まだ眠くないもん 
3817394	3826046	"Their mother smiled and said with a purr,  "'Fine, but at least you should brush your fur."'  Now you brush the fur.	"妈咪笑了 喵喵说"  "好吧 至少把毛刷刷好"  快刷毛毛	お母さんはニッコリして 小声で言いました  わかったわ、でも毛づくろいしてね 
3827654	3829049	This is literature?	这也能出版?	ブラシをかけるね 
3829489	3832052	A 2-year-old could have written this. All right.	2岁小孩都会写了 好吧	これが作品か？ 
3833285	3843003	"Three little kittens with fur all brushed  "said, 'We can't sleep, we feel too rushed! '  "Their mother replied, with a voice like silk,	"3只小猫 毛都刷刷好"  "大叫说 睡不着 好兴奋! '  "妈咪笑了 用缎子般的声音说"	２歳児でも書けるぞ  ブラシをかけながら子猫は言いました ”まだ眠れないの”  母親はやさしい声で 答えました 
3843044	3846006	"'Fine, but at least you should drink your milk."'	"好吧 至少把牛奶都喝掉"'	”わかったわ、ミルクをお飲み” 
3846047	3848008	Now make them drink the milk.	喂它们牛奶	ミルクを飲ませてあげて 
3852721	3856016	I don't like this book. This is going on forever.	这本书不好 真是没完没了	勘弁してよ 
3856683	3863023	"Three little kittens, with milk all gone, rubbed their eyes and started to yawn.	"小猫们喝完牛奶 揉眼睛开始打哈欠"	まだ続くのかよ、３匹の子猫ちゃんは ミルクを飲み干しました 
3869404	3875035	"'We can't sleep, we can't even try' Then their mother sang a lullaby.	"睡不着 一点都不困" 接着猫妈妈唱起了摇篮曲	そして目を閉じ あくびを始めました  まだ眠れなくって 起きています
3875285	3890050	"'Good night kittens, close your eyes. Sleep in peace until you rise.	"'Though while you sleep, we are apart,  "'your mommy loves you with all her heart."'	"'宝贝们晚安 闭上眼睡觉觉 一觉睡到大天亮"  "虽然我们分开睡"  "但妈咪永远爱你们哦"	母親は子守唄を 歌いました  お休み、子猫ちゃんたち さぁ目を閉じて、よく眠るのよ  眠ってる時は離ればなれだけど お母さんは心からみんなを愛していますよ 
3893678	3896056	The end. Okay, good night.	完了 好了 都晚安吧	おしまいだ！ おやすみ 
3897015	3899059	- Wait! - What?	- 等下! - 又怎么了?	- 待って！ 
3899351	3902002	What about good night kisses?	睡觉前能亲下我们吗?	おやすみのキスは？ 
3903188	3907007	No, no. There will be no kissing or hugging or kissing.	不行 亲亲抱抱都不行	キスもハグもなしだ 
3909861	3912012	He is not gonna kiss us good night, Agnes.	他不会跟吻我们道晚安的 艾格尼斯	あの人はしてくれないわ 
3913073	3916016	I like him. He's nice.  But scary.	我喜欢他 他真好  有点吓人	グルーが好き、やさしいね 
3916256	3920020	Like Santa!	像圣诞老人!	けど怖いよ  サンタさんみたいね 
3937597	3942042	Only 48 hours till the launch, and all systems are go.	还有48小时就起飞了 一切正常	４８時間後に打ち上げるぞ システムはすべて順調だ 
3944062	3946046	About that,	这个啊	その事だが... 
3946231	3956056	I was thinking that maybe we could move the date of the heist.  Please tell me this is not as a result of the girls' dance recital, is it?	其实我在考虑 要不要换个时间  因为那天是三个丫头的公演 是不是?	盗む日を延期できればと...  発表会へ行く気か？ 発表会を延期すれば良いじゃないか 
3956241	3972012	No, no, no!  The recital? Don't... That's stupid!  I iust think it's kind of weird to do it on a Saturday.  I was thinking, maybe a heist is a Tuesday thing, right?	当然不是!  公演? 怎么会... 那么傻!  我就是觉得星期天做这事很怪  星期二怎么样 好不好?	いや、違うんだ 発表会は関係ない  ただ土曜日はなんとなく やめた方が...  月を盗むのは  火曜日の方が良いかと... 
3972638	3976016	Gru, you and I have been working on this for years.	格鲁 我们共事了那么多年	- だろ？ -　グルー！  これに何年も 費やしたんだぞ 
3976240	3994034	It's everything we've dreamed of.  Your chance to make history,  become the man who stole the moon!  But these girls are becoming a major distraction!  They need to go.  If you don't do something about it, then I will.	这是我们的梦想啊  你创造历史的机会来了  盗月神偷啊!  很明显孩子们让你分心了!  他们该走了  如果你下不了手 我帮你	わしらの夢じゃ 歴史を創るチャンスじゃないか  ”月を盗んだ男！”になるんじゃ  子供達が邪魔だ、手放せ！  月へ行くんだ 貴様がやらんのなら俺がやる 
3995780	3998038	I understand.	我明白了	わかったよ 
3999951	4002042	Good.	很好	よし 
4004581	4005045	Butt.	看他屁屁	
4008960	4010050	Butt.	屁屁	
4022724	4024004	Butt.	屁屁	
4025259	4029009	All right. Now, when we put our cups together,	好了 现在我们来碰杯	カップとカップが触れたら 
4029020	4032012	we will make the "clink" sound with our mouths.	然后说 "叮"	大声でチリンと言うんだ 
4032359	4036016	Ready? Edith?  - Clink. - Clink.  There we go. And now we drink.	准备好了吗? 伊迪丝?  - 叮 - 叮  来碰下 现在可以喝了	- いいか？ - ”チリン” 
4036143	4037017			さぁ、飲むぞ 
4037343	4039019	And Agnes?  - Clink. - Clink.	接着艾格尼斯?  - 叮 - 叮	- よしアグネス..."チリン！" - よし、いいぞ 
4039783	4041021	Very good!	太棒了!	
4042869	4044024	Excuse me, girls.	失陪下 孩子们	すまんな、行かなきゃ 
4044621	4045025	Come on!	别走嘛!	
4045346	4049029	Don't worry, I'll be back. Keep clinking.	别着急 马上回来 你们先继续	すぐに戻るよ  飲んでなさい 
4049834	4050030	- Clink, clink. - Clink, clink.		
4050090	4051031		- 叮 叮 - 叮 叮	飲んでるよ 
4052789	4059039	Miss Hattie, what are you doing here?  I'm here for the girls. I received a call that you wanted to return them.	哈蒂小姐 找我有事?  我来接孩子们 我接到电话说 你想把她们送回来	ハッティーさん 何か用事でも？  子供たちを手放すと 電話をもらったので来たのよ 
4061113	4066046	And also, I did purchase a Spanish dictionary.	还有 我买了本西班牙词典	それに辞書を買って スペイン語も調べたわ  ん？ 
4069479	4072052	I didn't like what you said.  But...	我不喜欢你说的话  可是...	失礼な人ね 
4078446	4081001	I will get the girls ready.	我进去帮孩子们收拾下	子供たちを準備させます 
4090004	4093013	Don't let her take us, Mr Gru!	我们不想跟她走 格鲁先生!	連れ戻すのは ダメって言ってよ 
4094629	4096016	Tell her you wanna keep us.	跟她说 你舍不得我们	
4096590	4101021	All right, girls. Come on, let's go.  Goodbye, Mr Gru. Thanks for everything.	好了 孩子们 我们该走了  再见 格鲁先生 这段时间谢谢你	- 今のままで良いって言って - 大丈夫よ、行きましょう  さようなら、グルーさん どうもありがとう 
4116375	4119039	I did it for your own good.	我这是为了你好	お前の為に そうしたんじゃ 
4119738	4123043	Come on, let's go get that moon.	来 准备偷月亮了	さぁ来い 月を盗むぞ！ 
4124659	4126046	Right.	好的	そうだな 
4199808	4200000			どうぞ 
4201929	4209009	What is this for?  The recital?  I am the greatest criminal mind of the century.	这是什么?  公演?  作为本世纪最伟大的犯罪头目	- これは何だ？ - 白鳥の湖のチケット  俺は今世紀最高の大泥棒だ！ 
4209252	4214014	I don't go to little girls' dance recitals!	我才不去看什么公演呢!	発表会には行かん 
4216815	4218018			どうぞ 
4234662	4250050	Opening launch bay doors. Commencing launch sequence.  And we are good to go in T minus 10 seconds.  Ten, nine, eight, seven,	开舱 准备发射 开启发射序列  准备就绪 开始倒计10秒  10 9 8 7	天井を開くぞ...  秒読みを開始する  発射まで１０秒だ 10... 9... 8... 7... 
4250387	4252052	six...	6...	６... 
4277521	4279019	Oh, yeah!	哦也!	
4279680	4283023	Nice work, Doctor. All systems go.	干得好 博士 一切正常	さすが博士、順調だぞ 
4283693	4285025	Boo-ya!	哇哈哈!	
4296039	4298038	My flight suit.	看我的飞行服	ぼくちゃんは戦士だ 
4299376	4302042	Oh, yeah! Once again, the mighty...	哦也! 再来一次 万能的我...	ベクターの再来だぜ 
4387380	4389009	I've got it!	到手了!	やったー！ 
4390592	4393013	I've got the moon!	月亮是我的了!	やったぞ！ 月を手に入れたぞ！ 
4393512	4396016	I've got the moon!	月亮是我的了!	ついに俺のものだ 
4401408	4404024		天鹅湖公演	”白鳥の湖の発表会 ５月２６日開催” 
4411404	4413033	I can make it!	还来得及!	間に合うぞ 
4419134	4422042	- Wait a minute! - Kevin!	- 等等! - 凯文!	- やっと戻ったな - ケビン！ 
4425627	4427047	Come on, come on!	加油 加油啊!	さぁ～急げ！ 
4435470	4439059	He's still not here.  Why would he come? He gave us up.	他还没来  他来干什么? 是他不要我们了	- まだ来てないわ - 何で来るのよ？ 
4439582	4444004	But he pinkie promised!  Girls, girls, places!	可我们拉钩钩了!  宝贝们 丫头们 该上场了!	- 私達を捨てたのよ - 約束したもん  君たち出番よ 
4444104	4450010	No, we can't start yet! We're still expecting someone.  Can we just wait a few more minutes?	老师 现在不行! 我们还在等人  能再等一小会吗?	まだ踊れないよ 人を待ってるの  もうちょっと 待ってもいい？ 
4453196	4455015	All right. But just a few more minutes.	好吧 就一小会哦	わかったわ もう少し待ちましょう 
4455699	4459019	He's not coming, guys.	他不会来了 姐妹们	彼は来ないわよ 
4461246	4463023	Gru! Gru, can you hear me?	格鲁! 格鲁 听得到吗?	グルー！ 聞えるか？ 
4463872	4465025			なに？ 
4465584	4469029	Quick, we have to warn him, and fast!	快 我们必须尽快告诉他 必须快!	あんまりスピードを上げると 大変な事になるぞ 
4504122	4510010	Okay, okay. There's the library.  That's Third Street. The dance studio...  There! There! There it is!	好的 好的 那是图书馆  那是第三大道 舞蹈室在...  那里! 就在那儿! 到了到了!	この地図によると、ダンス会場は... こっちか！ 
4547874	4550050	Sorry, buddy. Show's over.	抱歉 老兄 表演已经结束了	ごめんよ、ショーは終わったよ 
4550627	4553053	Over?	结束了?	終わった？ 
4563640	4564004		玛格 伊迪丝和艾格尼斯的爸爸	
4568673	4569009			愛してるわ、ダディ 
4569200	4571011		玛格 伊迪丝和艾格尼斯的爸爸	
4583759	4584024			月を持って来い ベクター 
4584430	4585025		想要孩子交出月亮!	
4590208	4591031	Vector, open up!	向量 开门!	
4591923	4592032			開けろ 
4593461	4596036	First give me the moon. Then we'll talk.	先把月亮交出来 我们再谈	先に月を持って来い それから交渉だ 
4609519	4612052	- Mr Gru! - Lip it, Happy Meal.	- 格鲁先生! - 闭嘴 小家伙	- ミスター　グルー - 美味しい食事になるな 
4612105	4613053	Now, the girls.	把孩子还给我	
4613451	4618058	Actually, I think I'll hold on to them a little while longer.	不过 我还想和她们多呆一会	子供たちを返せ  まぁ～なんだ、色々遊ばせてもらうよ 
4618153	4619059	No!	不要!	
4619279	4627007	Oh, yeah! Unpredictable!  Listen close, you little punk.  When I get in there, you are in for a world of pain!	哦也! 急死你丫的!  听好了 你这个疯子  等我进去之后 你就只有跪地求饶的份儿了!	- やめろ～！ - やめない  俺は負けんぞ  さっさと言う事を聞かないと どうなっても知らんんぞ 
4628872	4630010	I'm really scared!	哎哟 我好怕哦!	
4630058	4631011			俺を脅してるのか 
4634169	4636016	He is gonna kick your butt.	他不会放过你的	蹴っ飛ばされればいいんだ 
4638490	4639019		热追踪导弹	
4676294	4679059	What? He punched my shark!	神马? 竟敢揍我的鲨鱼!  逃生舱	おお、やるね～ 
4704906	4706026	There he is!	他在那儿!	
4706488	4707027			いたぞ 
4711955	4713033	Hang on, Gru.	格鲁 坚持住	
4718545	4721041	Oh, no!	不要!	マズイ 
4730140	4733053	Vector has the girls. Go!	孩子们在向量手里 追!	ベクターが子供たちを 急げ！ 
4735979	4745005	What happened to the ship? It's big again!  - Not as big as the moon is going to be! - What?  The larger the mass of an obiect, the quicker the effects of the shrink ray wear off!	飞船怎么了? 又变大了!  - 等会儿复原的月亮才叫大! - 你说什么?  物体质量越大 缩小射线的效用消失得就越快!	- 船が元の大きさに戻ってる - 月もすぐにデカクなるぞ  - なんだって？ - 大きいほど効き目が短いんじゃ 
4745503	4748008	I call it the Nefario Principle.	我把它命名为法瑞奥定律 (博士的姓)	名づけて ”ネファリオの法則”じゃ 
4748624	4751011	I just came up with it now, actually.	其实是刚想出来的	今、わしが考えた 
4751494	4753013	Oh, no!	坏了!	なんてこった 
4754060	4755015		我最邪恶	
4758268	4759019			- 変よ - 今の見た？ 
4759044	4760020	Did you see that?	看见了吗?	
4760504	4763023	- Vector! Help! - Vector!	- 向量! 快过来! - 向量!	ベクター助けて！ ベクター 
4763298	4766026	- Over here! - Hey!  What are you girls doing back there?	- 回头! - 嘿!  小丫头片子吵什么吵?	- こっちよ - ベクター  何を騒いでる？ 
4766301	4767027	The moon!	快看月亮!	
4783485	4784044	Watch out!	小心!	
4784679	4785045			気をつけて！ 
4788365	4790050	Get as close in as you can.	快 再近一点	ギリギリまで近づけろ 
4790992	4792052	You got it.	非常好	捉えたぞ 
4808529	4813013	- Mr Gru, up here! - Mr Gru!  Okay, girls! Girls!	- 格鲁先生 我们在这儿! - 格鲁先生!  好的 孩子们! 孩子们!	- 私達は上よ！ - グルーさん  わかった、みんな 
4813056	4826026	- You're going to have to iump. - Jump?  Are you insane?  Don't worry, I will catch you.  You gave us back!  I know, I know. And it is the worst mistake I ever made.	- 准备好跳下来 - 跳?  你疯了吗?  别担心 我会接住你们的  可你把我们送回孤儿院了!  我知道 我知道 但我特别后悔	跳ぶんだ！  跳ぶ！ ウソでしょう？  大丈夫、受け止める！  - 見捨てたでしょ - 俺の最大のミスだ、二度としない 
4826444	4831031	But you have to jump now.  It'll be okay.	但你们现在必须跳  没事的	さぁ、跳ぶんだ  大丈夫よ 
4835996	4838038	Okay, girls.	好了 姑娘们	３人一緒に 
4839124	4841041	Jump now!	跳吧!	今よ！ 
4845630	4848048	Margo, I will catch you.	玛格 我会接着你的	マーゴ、来い！ 
4848224	4851051	And I will never let you go again.	再也不扔下你了	もう二度と離さない 
4861229	4864004	- Not so fast! - No!  Let me go!	- 别急嘛! - 不要!  放开我!	- 遅かったな - やめろ！ 
4864070	4865005			放してよ！ 
4868570	4871011	Margo!	玛格!	- マーゴ！ - ダメ 
4875452	4878018	I'm coming, Margo. Hang on!	我来了 玛格 坚持住!	マーゴ、今助けるぞ 
4906608	4909049	I got you.	没事了	もう離さん 
4926253	4927007	No!	不要!	
4944563	4952032	Oh, poop.  This time, good triumphs,  and the moon has been returned to its rightful place in the sky.	他奶奶的  晚上好 好消息  月亮已经回归了	うっそ～  今回は正義が勝利し 盗まれた月は空に戻りました 
4952145	4961041	But once again, law enforcement is baffled, leaving everyone to wonder,  who is this mysterious hero?  And what will he do next?	但是 案情依旧不明朗 疑团重重  到底谁是拯救月球的英雄?  接下来他会做什么呢?	又しても警察は お手上げです-  謎のヒーローは誰か？ 次なる活躍は？ 
4961269	4971051	Okay, girls. Time for bed.  - Come on! We want a story. - Three sleepy kittens!  Oh, no! Sorry. That book was accidentally destroyed maliciously.	好了 小家伙们 该睡觉了  - 不要! 讲个故事嘛 - 3只不想睡觉的小猫!  这个不行! 抱歉 那本书不小心被撕坏了	- 寝る時間だぞ - お話の時間ね  - あれ、また読んで - 残念だけど、あれは捨てた 
4972714	4986006	Tonight we are going to read a new book.  This one is called  One Big Unicorn by... Who wrote this?  Me! I wrote it. Look, it's a puppet book!	今天我们换本新书  名字叫做  大大独角兽 作者是谁呢?  是我! 我写的 瞧 也是木偶书!	今夜は新しい本を読もう  この物語のタイトルは ”一頭の大柄なユニコーン”だ  作者は... おっと  俺が書いたんだ 素晴らしい本だぞ 
4987314	4990010	Here, watch this.	好了 看这个	ほら 
4990192	4992012	That's the horn!	这个是角!	
4996031	5003023	This is gonna be the best book ever!  Not to pat myself on the back, but, yes, it probably will be.	这本书一定超级好玩儿!  小孩别学拍马屁 不过你说的确实没错	最高の本ね  自慢じゃないが 最高傑作かもしれんな 
5003079	5010030	Here we go.  "One big unicorn, strong and free  "thought he was happy as he could be.	开始了  "大大独角兽 强壮又自由"  "他觉得自己是世上最幸福的家伙"	じゃ読むぞ ユニコーンは幸せになれたのか？ 
5010768	5027047	"Then three little kittens came around  "and turned his whole life upside down."  Hey, that one looks like me!  No, what are you talking about? These are kittens!  Any relation to persons living or dead is completely coincidental.	"直到有天他遇到3只小猫"  "从此他的生活天翻地覆"  嘿 那个像我!  开什么玩笑? 这些是小猫咪!  如有雷同 纯属巧合	３匹の子ネコが やって来ました  そして、彼の生活を メチャクチャにしました！  私にそっくり  何言ってる！、子猫だよ 
5030357	5035055	"They made him laugh.  "They made him cry.	"她们时而让他捧腹"  "时而又哭笑不得"	彼は子猫と笑い... そして別れて泣いた 
5037280	5040000	"He never should have said goodbye.	"那句再见 他真不该说"	彼は別れを後悔した 
5040260	5051011	"And now he knows he could never part  "from those three little kittens  "that changed his heart.	"现在他知道 他和那3只小猫"  "永远都分不开"  "她们改变了他的生活"	今は子猫無しでは 生きてけない  ３匹の子ネコが 彼を改心させたのだ 
5051336	5053013	"The end."	"完了"	おしまい 
5053465	5056016	Okay, all right. Good night.	好了 该睡觉了	よ～し、じゃー　おやすみ 
5079155	5081041	I love you.	我爱你	愛してる 
5081324	5083043	I love you, too.	我也爱你	俺もだよ 
5089759	5091051			...僕たちにもキスして 
5092377	5095055	No, no!	不是吧 不要!	ダメったらダメ 
5096423	5097057	All right.	好吧	
5097563	5098058			わかったよ 
5102084	5104004	Didn't I get you already?	不是刚亲过你吗?	さっきしたろう！？ 
5137699	5147047	They're very good!  I'm so proud of you, Son.  You've turned out to be a great parent!	她们超棒吧!  我为你自豪 儿子  不愧是个合格奶爸!	- うまいもんだ - お前を誇りにおもうよ  とても素敵な親になってるわ 
5147222	5152052	Just like me.  Maybe even better.	果然是遗传我  不过也许更优秀	私のそっくり 私より上手いかも 
5178635	5181021	No, I'm fine. Go ahead.	不 我就算了 你们玩吧	なんだい？、いや最高だ 
5182843	5184024	No, no, no!	不了 不要!	
5283944	5285005	Hey, Carl! Hey.	嘿 卡尔! 过来	
5289783	5290010	No, no, no.		
5290040	5292012	Me, me, me.	不对 不对 不对  我来 我来 我来	
5293495	5294014	John?	约翰?	
5294621	5296016	No, no. Me, me, me.	不不 是我 我来	
5319813	5320040	Oh, poop.		
5320080	5321041		哦 不是吧	
5367569	5369029	Oh, no!	不是吧!	
5369613	5371031	Stop! Stop!	犯规! 住手!	
5432300	5433033	Hello, I am Gru.	你好呀 我是格鲁	
