start	end	eng	cmn	jpn
2985794	2989049	 And would've done it too, if she hadn't taken a fancy to that locket. 	 要不是她突然看上那个挂坠盒  我就真被关起来了 	 彼女がそのロケットを気に入ら なかったら、そうなってたかも。 
2989370	2993053	 - Who was she? The witch. Do you know? - No, I-- 	 是谁  你认识她吗  认识 	 - 誰なんだ？その魔女を知ってるのか？ - 知るわけ... 
2998140	3001001	 Well, she's there. Look. 	 就是她  瞧 	 ほら見ろよ、この女だ。 
3003620	3006006	 Bleeding bow and all. 	 绝对没错 	 とんでもない奴だったのか... 
3010420	3013013		 魔法部寻求教育改革 	
3046960	3050050	 Right, remember what we said. 	 好了  记住我们之前说好的 	 よく覚えてて… 
3050900	3054054	 Don't speak to anyone unless absolutely necessary. 	 除非迫不得已  不要跟任何人说话 	 本当に必要な時以外は 誰とも話さないで。 
3054870	3060000	 Just try and act normal. Do what everybody else is doing. 	 尽量表现得正常点  依葫芦画瓢 	 自然に振る舞って 他の人と同じようにするのよ。 
3060280	3063003	 If we do that, then with a bit of luck, we'll get inside. 	 这样运气好的话  我们就能进去了 	 後は少し運があれば中に入れるわ。 
3063810	3065005	 - And then-- - It gets really tricky. 	 -然后  -随机应变了 	 - その後で… - 十分用心しなくちゃ 
3065230	3067007	 - Correct. - Yeah. 	 没错 	 その通りね 
3067420	3070010	 - This is completely mental. - Completely. 	 -这真是疯了  -没错 	 - 本当に正気じゃないよ。 - 全くね 
3070460	3074014	 The world's mental.  Come on... 	 世界本疯癫  喝吧 	 やるしかないな  そうだな 
3074690	3077017	 ...we've got a Horcrux to find. 	 我们要去找魂器 	 ホークラックスを見つけるんだ。 
3099543	3102042		 男厕所 	
3131010	3133013	 We flush ourselves in. 	 得把自己冲进去 	 自分をトイレに流すんだ。 
3137340	3140020	 That's bloody disgusting. 	 恶心死了 	 気持ち悪いよ。 
3168550	3170050	 Name? 		 
3171220	3177057	 You. Come.  - What? What? - Come on.  - What did I do? - Just keep walking. 	 -你  过来  -怎么了  我怎什么了 	 お前、来るんだ。  - え？何だよ？ - 来い  - ぼくが何をしたんだ？ - いいから歩け 
3184960	3187007	 - Are those--? - Muggles. 	 -那些是  -麻瓜 	 - あれは？ - マグルよ。 
3187260	3192012	 In their rightful place. 	 在他们该待的地方 	 そこが…ふさわしい場所だって。 
3193500	3197017	 Gotta tell you, I'm starting to freak out a bit. 	 说实话  我有点崩溃了 	 言っとくけど、ぼくはちょっと 怖くなってきたよ。 
3199210	3203023	 How long did you say this batch of Polyjuice would last, Hermione? 	 你说这个复方汤剂药效有多久来着  赫敏 	 どのくらい、このポリジュースの 効果が続くって言ったかな？ 
3204020	3205025	 I didn't. 	 不知道 	 わからないわ 
3212250	3214034	 Cattermole. 	 卡特莫尔 	 キャタモール 
3215200	3219039	 It's still raining inside my office. That's two days now. 	 我办公室还在下雨呢  两天了 	 私の部屋はまだ雨が降ってるぞ。 もう２日になる。 
3220830	3222042	 Have you tried an umbrella? 	 试过撑把伞吗 	 傘をさしてみた？ 
3223610	3226046	 You do realize I'm going downstairs, don't you, Cattermole? 	 你知道我正要去楼下吧  卡特莫尔 	 俺は今から下に降りるんだ 分かってるのか？ 
3227090	3231051	 - Downstairs? - To interrogate your wife. 	 -楼下  -审问你妻子 	 - 下に？ - お前の奥さんを尋問するんだよ。 
3231940	3236056	 Now, if my wife's blood status were in doubt... 	 如果有人怀疑我妻子的血统 	 お前の奥さんを尋問するんだよ。 
3236210	3244004	 ...and the head of the Department of Magical Law Enforcement...  ...needed a job doing, I think I might just make that a priority. 	 同时魔法部  法律执行司的头有个活要做  我一定会把它当做头等大事去办 	 もし、俺の妻の血が疑われて  それで魔法省の大臣が処置を求めてたら 俺ならそれを優先するだろうな。 
3245210	3247007	 You have one hour. 	 给你一个小时 	 おまえに１時間やろう 
3258950	3271031	 Oh, my God. What am I gonna do? My wife's all alone downstairs.  - Ron, you don't have a wife. - Oh, right.  Level 2.</i> 	 天啊  我该怎么办  我妻子一人在楼下  罗恩  你哪来的妻子  也对  第二层 	 どうしよう...やばいよ... ぼくの奥さんが下で一人でいるんだ...  - ロン 君に奥さんなんていないでしょ - あっ！そうだった！  
3272290	3274034	 But how do I stop it raining? 	 但怎么让雨停下来呢 	 でも、雨をどうやって止めるの？ 
3274630	3277037	" <i>Try ""Finite Incantatem.""</i> "	 试试咒立停 	"フィニット･インカンテイタム""を試すといいわ 
3277692	3279039	 <i>Department of Magical Law Enforcement...</i> 		 "
3279728	3283043	 <i>...and Improper Use of Magic Department.</i>  This is you, Ron. 	 你到了  罗恩 	  あなたはここよ。ロン 
3287160	3292052	 <i>Finite Incantatem. Okay. And if that doesn't work...?</i> 	 咒立停  好的  没效果怎么办 	"フィニット･インカンテイタム""ね もしそれで 効果がなかったら？ 
3304286	3307007	 <i>Level 1, Minister of Magic and support staff.</i> 		 "
3307372	3309009	 If we don't locate Umbridge within the hour... 	 如果一小时内没找到乌姆里奇 	 時間内にアンブリッジが 見つからないときは 
3309478	3311011	 ...we go find Ron and come back another day. 	 那我们就跟罗恩回去  改天再来 	 ロンを見つけて、日を変えよう。 
3311560	3312012	 - Deal? - Yes. 	 -行吗  -好 	 - 分かった？ - ええ 
3315750	3318018	 Ah, Mafalda. Travers sent you, did he? 	 马法尔达  特雷弗派你过来的是吧 	 あら、マファルダ。 トレバーに言われたのね？ 
3318670	3322022	 Good, we'll go straight down. 	 很好  我们下楼去 	 いいわ。このまま下に行くわよ。 
3324080	3326026	 Albert, aren't you getting out? 	 艾伯特  你不出去吗 	 アルバート、出ないの？ 
3351227	3354054		 危险的泥巴种 	
3360275	3362002	 Runcorn. 		 やぁ ランコーン 
3368821	3370010		 多洛雷斯·乌姆里奇  魔法部高级副部长 	
3372440	3374014		 麻瓜出身登记委员会主任 	
3414546	3416056	 <i>Accio locket.</i> 	 挂坠盒飞来 	 アクシオ ロケット 
3470430	3474054	 All right, all right. Let's calm down, shall we? 	 好了好了  冷静下来 	 もう大丈夫だから、落ち着いて 
3474620	3477057	 Let's get back to work, please. 	 继续工作好吗 	 仕事に戻って 
3478060	3480000	 Calm down. 	 没事了 	 落ち着いて 
3485130	3487007	 Runcorn. 	 伦考恩 	 ランコーンじゃないか？ 
3494480	3496016	 Morning. 	 早 	 おはよう 
3498070	3504024	 Ron, it's me.  Harry. Blimey, forgot what you looked like. 	 -罗恩  是我  -哈利  天啊  我都忘你什么样了 	 ロン、ぼくだよ。  ハリーか！ ビックリだよ。君の姿を忘れてた。 
3504750	3506026	 Where's Hermione? 	 赫敏呢 	 ハーマイオニーは？ 
3506588	3510030	 She's gone down to the courtrooms, with Umbridge. 	 她跟乌姆里奇到楼下法庭去了 	 法廷に行ったよ、アンブリッジとね。 
3516550	3518038	 Bloody cold down here. 	 这里冷死了 	 ここはすごく寒いね。 
3518780	3522042	 I'm a half-blood. My father was a wizard. 	 我是混血  我爸  我爸是巫师 	 ぼくは混血なんだ。 父さんは魔法使いだった。 
3522820	3525045	 William Alderton. He worked here for 30 years. 	 威廉·沃登顿  在这工作30年了 	 父さんはここで３０年働いたんだ。 
3525310	3528048	 Perhaps you know him. Always wore his jacket inside out. 	 你们没准记得  老是反穿夹克的那个 	 君たちも知ってるかも… いつも上着を裏返しで着てたんだ。 
3528461	3534054	 No, there's been a mistake. I'm half-blood, you see.  We must go back. I'm half-blood. 	 一定是弄错了  跟魔法部说  我必须回去工作  我是混血 	 大臣に言ってよ ぼくは混血なんだ  仕事に戻りたいんだよ。 
3544720	3547007	 - Mary Elizabeth Cattermole? - Yes. 	 玛丽·伊丽莎白·卡特莫尔 	 - メアリー･エリザベス･キャタモールね - はい 
3547191	3553013	 Of 27 Chislehurst Gardens, Great Tolling, Evesham?  - Yes. - It's here. 	 奇斯尔赫斯特花园27号  -对  -就是这 	 イーブシャムの生まれでしたね？  - そうです - ここだ 
3553280	3558018	 Mother to Maisie, Ellie and Alfred? Wife to Reginald? 	 梅齐  埃利和阿尔弗雷德的母亲  雷吉纳德的妻子 	 メイジ、エリー、アルフレッドの母で レジナルドの妻ね？ 
3562457	3563023	 Reg? 	 雷吉 	 レジ… 
3574830	3577037	 Thank you, Albert. 	 谢谢你  艾伯特 	 ありがとう、アルバート 
3579380	3582042	 Mary Elizabeth Cattermole? 	 玛丽·伊丽莎白·卡特莫尔 	 メアリー･エリザベス･キャタモール 
3584220	3585045	 Yes. 	 怎么了 	 はい 
3586400	3590050	 A wand was taken from you upon your arrival at the Ministry today. 	 卡特莫尔太太  你今天抵达魔法部时  被收走了一根魔杖 	 今日、魔法省で あなたから押収した杖は 
3590250	3593053	 Is this that wand? 	 是这根吗 	 この杖かしら？ 
3594760	3599059	 Would you please tell the court from which witch or wizard you took this wand? 	 能否告诉我们  你是从谁那里抢来的 	 どの魔女からこの杖を奪ったのか 教えてくれないかしら？ 
3599630	3602002	 I didn't take it. 	 我没有抢 	 私は取ってません。 
3603110	3609009	 I got it in Diagon Alley, at Ollivander's, when I was 11. 	 我十一岁的时候在对角巷奥利凡德那买的 	 私が11歳の時、ダイアゴン横丁の オリバンダーの店で買いました。 
3610230	3613013	 It chose me. 	 它选择了我 	 杖が私を選んだわ。 
3614240	3616016	 You're lying. 	 你在撒谎 	 嘘よ。 
3616698	3621021	 Wands only choose witches, and you are not a witch. 	 魔杖只选择巫师  而你不是巫师 	 杖は魔女を選ぶけど、 あなたは魔女じゃないわ。 
3621339	3623023	 But I am. 	 我是 	 私は魔女よ。 
3623800	3626026	 Tell them, Reg. Tell them what I am. 	 雷吉  告诉他们我是谁 	 レジ、あなたから言ってよ。 私が魔女だって。 
3629511	3630030	 Reg, tell them what I am. 	 告诉他们我是巫师 	 私が魔女だと言ってよ。 
3640670	3642042	 What on earth are you doing, Albert? 	 你究竟想干嘛  艾伯特 	 アルバート、一体何をしてるの？ 
3645300	3647047	 You're lying, Dolores. 	 你在撒谎  多洛雷斯 	 ドロレス、お前は嘘つきだ。 
3648690	3652052	 And one mustn't tell lies. 	 你不可以撒谎[第五部刻在哈利手背上的话:我不能说谎] 	 人は嘘を言ってはいけないんだ。 
3652940	3654054	 <i>Stupefy!</i> 	 昏昏倒地 	 ステューピファイ！ 
3661730	3663003	 It's Harry Potter. 	 天哪  是哈利·波特 	 ハリー･ポッターだわ 
3663360	3666006	 It is, isn't it? This'll be one to tell the kids. 	 就是他  这下跟孩子们可有故事讲了 	 彼だよ。子供に話してあげて。 
3682110	3684024	 <i>Expecto Patronum!</i> 	 呼神护卫 	 イクスペクト･パトローナム！ 
3707222	3709049	 Oh. Oh. Oh. 		 
3709460	3711051	 Mary, go home. 	 玛丽  回家吧 	 メアリー、家に帰るんだ。 
3713020	3713053		 带上孩子 	
3713294	3714054	 Get the kids. 		 子供のところに行くんだ。 
3714929	3718058	 I'll meet you there. We have to get out of the country, understand? 	 我去那找你  国内待不下去了  明白吗 	 国を出るんだ、分かってる？ メアリー、言うとおりにするんだ。 
3718374	3720000	 Mary, do as I say. 	 玛丽  照我说的做 	 分かった？言う通りにして。 
3735060	3736016	 Mary? 	 玛丽 	 メアリー？ 
3737900	3740020	 Who's that? 	 那是谁 	 それは誰だ？ 
3740920	3744024	 Long story. Nice meeting you. 	 说来话长  见到你真高兴 	 話せば長いが、初めまして。 
3744250	3748028	 It's Harry Potter.  It's Harry. Harry Potter. 	 -哈利·波特  -是哈利  哈利·波特 	 ハリー･ポッターよ  ハリーだ、ハリー･ポッターだ。 
3748563	3750030	 - There he is. - Get him! 		 あそこにいるぞ！ 
3750765	3752032	 - Get him! - Stop him! 		 捕まえろ！ 
3764779	3765045	 - Watch out. - Look out. 		 
3766314	3767047	 This way! 		 あっちだ！ 
3786250	3788008	 <i>Expellliarmus!</i> 	 除你武器 	 エクスペリアームズ！ 
3835983	3837057	 Oh, my God. 		 
3837218	3840000	 Shh, shh, shh. It's all right. It's okay. 		 
3843140	3846006	 Harry. Harry, quickly, in my bag. 	 哈利  哈利  快点  在我包里 	 ハリー、急いで私のカバンを… 
3846450	3849009	" There's a bottle labeled ""Essence of Dittany."" "	 有个瓶子上写着白鲜香精 	"ディタニーのエキス""の瓶があるわ。 
3851799	3854014	 Shh. Shh. 		 "
3854769	3857017	 - Okay, okay. - Quickly. 	 快点 	 急いで！ 
3858239	3860020	 - Accio Dittany. - Shh. 	 香精飞来 	 アクシオ ディタニー 
3860440	3863023	 It's all right. Unstopper it. 	 打开瓶子 	 栓を抜いて 
3863420	3867027	 Hermione, his arm.  I know, just do it. 	 赫敏  他的胳膊  我知道  快打开 	 ロンの腕が…  分かってるわよ、早くして！ 
3868015	3869029	 It's okay. 		 
3870730	3874034	 - Okay, it's gonna sting a little bit. - What happened? I thought we meant... 	 可能  可能会有点痛  怎么了  我以为 	 - 大丈夫よ…少し痛むけど… - 何があったんだ？ 
3874331	3879039	 - ...to be going back to Grimmauld Place. - We were. We were. Shh.  It's all right. One more, one more. 	 咱们不是要回格里莫广场的吗  确实是  再来一点  再来一点 	 ぼくらは隠れ家に戻ろうとしたのに？  そうよ。いいわ…もう一回… 
3879810	3887047	 We were there, we were there, but Yaxley had hold of me, and I....  I knew once he'd seen where we were, we couldn't stay... 	 我们到了  但是亚克斯利抓住了我  他一旦知道了咱们去哪  那地方就没法待了 	 戻ったんだけど ヤックスレイが私を掴んでたの…  私達の居場所を見られたからには そこにいられないと思って 
3887969	3891051	 ...so I brought us here... 	 所以我就把你们带到这来了 	 私がここに連れてきた…でも… 
3891280	3894054	 ...but Ron got splinched. 	 罗恩被分体了[幻影移形失败的后果之一] 	 ロンが上手く移動できなかった。 
3897278	3899059	 It's all right. 		 これで大丈夫よ 
3917950	3920020	 <i>Protego Totalum.</i> 	 统统加护 	 プロテゴ･トタラム 
3921700	3927027	 <i>Salvio Hexia.</i>  What are you doing?  Protective enchantments. 	 -平安镇守  -你在干吗  守护魔咒 	 ソルビオ･ヘクシア  何をしてるの？  保護の魔法よ 
3927410	3931031	 I don't fancy another visit like the one we had in Shaftesbury Avenue, do you? 	 我可不想再像舍夫茨别利路那  碰上几个不速之客了 	 シャフツベリー通りであったような人に 会いたくないでしょう？ 
3931110	3933033	 You can get going on the tent. 	 你可以把帐篷拿出来 	 ※テントを立ててもいいわ。 
3933500	3935035	 - Tent? Protego Totalum. 	 帐篷 	 - テント？ - プロテゴ･トタラム 
3935490	3937037	 Where am I supposed to find a tent? 	 -统统加护  -帐篷在哪 	 どこにテントがあるんだよ 
3938085	3942042	 <i>Repello Muggletum. Muffliato.</i> 	 麻瓜屏蔽  闭耳塞听 	 レペロ･マグルタム　マフリアート 
3952470	3954054	 You first. 	 你先来 	 あなたが最初よ 
3957605	3959059	 <i>Dissendium.</i> 		 ディセンディウム！ 
3972880	3975015	 <i>Incendio.</i> 	 火焰熊熊 	 インセンディオ！ 
3980360	3982022	 <i>Expulso.</i> 	 飞沙走石 	 エクスパルソ！ 
3989660	3991031	 <i>Diffindo.</i> 	 四分五裂 	 ディフィンド！ 
3993130	3994034	 <i>Reducto.</i> 	 粉身碎骨 	 レダクト！ 
4015500	4017057	 What are you doing? 	 你干嘛 	 なにしてるの？ 
4018970	4021001	 We have to keep it safe until we find out how to destroy it. 	 在找到毁掉它的方法前  我们得保管好它 	 破壊のやり方がわかるまで こうして持っておくほか方法がない 
4021910	4022002		 有点奇怪啊  哥们 	
4022103	4024004	 Seems strange, mate. Dumbledore sends you off... 		 ダンブルドアは君にホークラックスを 見つけさせておいて… 
4024060	4028008	 ...to find all these Horcruxes, but doesn't tell you how to destroy them. 	 邓布利多让你去找魂器  但却没告诉你怎么毁掉它们 	 破壊する方法を教えないなんて。 
4028910	4030010	 Doesn't that bother you? 	 你不觉得奇怪吗 	 面倒なことにならないかな？ 
4042924	4046026	 <i>A goblin by the name of Gornuk was killed.</i> 		 
4046494	4049029	 <i>It is believed that Muggle-born Dean Thomas and a second goblin...</i> 		 
4049730	4052032	 <i>...both believed to have been traveling with Tonks, Cresswell...</i> 		 
4052833	4054034	 <i>...and Gornuk, may have escaped.</i> 		 
4054535	4058038	 <i>If Dean is listening or anyone has any knowledge of his whereabouts...</i> 		 
4058472	4061041	 <i>...his parents and sisters are desperate for news.</i> 		 
4061709	4068048	 <i>Meanwhile, a Muggle family of five has been found dead in their home.</i>  <i>You know the spell, Harry.</i> 	 你知道那个咒语  哈利 	  この匂いをしっているだろ？ ハリー 
4072253	4073053	 <i>Tell me.</i> 		 言うんだ 
4076157	4079059	 <i>Tell me, Gregorovitch.</i>  It was stolen from me. 	 -告诉我  格里戈维奇  -他从我这偷走的 	 グレゴロビッチ、言うんだ。  やつが私から盗んだ。 
4079961	4083003	 Who was he? The thief? 	 那小偷是谁 	 その泥棒は誰だ？ 
4086500	4090010	 <i>It was a boy. It was he who took it.</i> 	 一个男孩  被他拿走了 	 少年が、盗って行った。 
4090800	4095015	 <i>I never saw it again.</i>  I swear on my life. 	 我再也没见过他  我以生命起誓 	 それ以来見たことはない。本当だ。  私の人生に誓って本当だ 
4096000	4097017	 I believe you. 	 我相信你 	 信じるよ。 
4103010	4104024	 <i>Avada Kedavra!</i> 	 阿瓦达索命 	 アヴァーダ・カダヴラ！ 
4119480	4121041	 I thought it had stopped. 	 梦做完了吧 	 それは終わったと思ってたわ。 
4123004	4125045	 You can't keep letting him in, Harry. 	 你不能一直让他这样侵入你的大脑 	 ハリー、それを受け入れてはだめよ。 
4127508	4137057	 You-Know-Who has found Gregorovitch.  The wandmaker?  He wants something that Gregorovitch used to have... 	 -神秘人找到了格里戈维奇  -那个魔杖匠人  他想要一个格里戈维奇以前拥有的东西 	 君はグレゴロビッチを知っているかい？  杖職人の？  ヴォルデモートは彼が持っていた 何かを欲しがっていた。 
4137180	4144004	 ...but I don't know what.  But he wants it desperately. I mean, it's as if his life depends on it. 	 不知道是什么  但是他迫切地想拿到手  仿佛那东西承载着他的性命 	 それが何だかは分からない。 でも、すごく欲しがってた。  まるで自分の命がかかってる ような感じだった。 
4146300	4148008	 Don't. 	 别  有助他恢复 	 だめよ 
4148062	4150010	 - It comforts him. - It sets my teeth on edge. 	 让我浑身发毛 	 - ラジオがロンの安らぎなのよ。 - 不愉快なんだ。 
4150431	4152012	 What's he expecting to hear, good news? 	 他想听到什么好消息吗 	 何を期待して聞いてるんだ… いいニュースか？ 
4152833	4155015	 <i>who long expected it, the fall of the Ministry was shocking.</i> 		 
4155290	4158018	 I think he just hopes he doesn't hear bad news. 	 他应该只是不想听到坏消息 	 悪いニュースがないことを 願ってるんだと思うわ。 
4158406	4160020	 <i>We promise to remain your eyes and ears-</i> 		 
4160508	4161021	 How long before he can travel? 	 他还有多久才能移形 	 どこくらいで旅ができるようになる？ 
4162109	4165025	 <i>bringing you news when we can, from wherever we can.</i> 		 
4165050	4168028	 I'm doing everything I can.  You're not doing enough! 	 -我  我尽力了  -还不够 	 できる限りやってるわ…  やり方が悪いんだ。 
4171218	4173033	 Take it off. 	 拿下来 	 それを外して！ 
4174010	4176036	 I said, take it off now. 	 我说了  马上拿下来 	 外してと言ったのよ、早く！ 
4187590	4190050	 - Better? - Loads. 	 -好点了吗  -嗯 	 - よくなった？ - 少し 
4193810	4196056	 We'll take it in turns, okay? 	 我们轮流戴吧 	 交代で持つことにしましょう。 
4225372	4228028	 <i>Finch does admit his invention currently has one short.</i> 		 
4228909	4230030	 <i>And now, other news:</i> 		 次のニュースです 
4230510	4233033	 <i>Severus Snape, newly-appointed headmaster of Hogwarts...</i> 	 西弗勒斯·斯内普被选为霍格沃茨魔法学校校长 	 セブルス・スネイプがホグワーツの 校長になりました… 
4233981	4237037	 <i>...has decreed that all students must conform to the latest house rules.</i> 		 
4265379	4273013	 <i>Hogwarts bears little resemblance to the school under Dumbledore's leadership.</i>  <i>Snape's curriculum is severe, reflecting the wishes of the Dark Lord...</i> 	 校长办公室  西弗勒斯·斯内普 	  
4274455	4279019	 <i>...and infractions are dealt with harshly by the two Death Eaters on staff.</i> 		 
4298630	4300040	 What's that? 	 等等 	 何だ？ 
4309200	4312052	 What's that smell? 	 这什么味道 	 何の匂いだ？ 
4334410	4336016	 - What you doing? - It's heavy. 	 你在干嘛  东西沉死了 	 - 何してるんだ？ - 重いんだぞ。 
4336690	4341021	 Oh, sorry. Do you want me to carry it?  - Yeah, thank you. - Don't be ridiculous. Pick it up. 	 不好意思  要我帮忙拿吗 	 すまない。俺が運ぼうか？  - 持って欲しいか？ - ああ 
4343190	4344024	 Numpty. 		 
4349160	4351031	 Snatchers. 	 掠夺贼 	 人さらいだ。 
4351853	4354034	 Good to know your enchantments work. 	 多亏了你的魔法 	 知っておいた方がいいよ。 
4359480	4363043	 He could smell it. My perfume. 	 他闻到了我的香水 	 あの人は私の香水の匂いが分かった。 
4365660	4367047	 I've told you... 	 我告诉过你 	 今のロンには 
4368003	4373053	 ...Ron isn't strong enough to Apparate.  Well, then, we'll go on foot. 	 罗恩还无法驾驭幻影移形  那我们就走去吧 	 姿現しは無理だと言ったでしょう。  それなら、歩いて行くんだ。 
4374640	4379059	 And next time, Hermione, as much as I like your perfume, just don't wear any. 	 下次不管你多想喷香水  都克制点别用 	 これから香水を使わなければいいんだ。 
4384240	4388008	 <i>And now for the names of missing witches and wizards.</i> 	 现在播报失踪巫师名单 	"さて次は行方不明の魔女と"" ""魔法使いについて… "
4389070	4391011	 <i>These are confirmed.</i> 	 这些是已确认名单 	確認された人達です。 
4391695	4395015	 <i>Thankfully, the list is short today.</i> 	 所幸的是  今天的名单很短 	"ありがたいことに、"" ""今日はリストが短い。 "
4396282	4398018	 <i>Jason and Alison Denbright.</i> 	 杰森  艾莉森·邓布莱特 	ジョンソン、アリソン・エンブライト 
4399350	4400020	 Oh. Thank you. 	 谢谢 	 ああ、ありがとう。 
4400042	4404024	 <i>Bella, Jake, Charlie, and Madge Farley.</i> 	 贝拉  詹克  查里  麦基·法利 	イザベラ,ジェイク･チャーリー 
4404139	4405025	 <i>Joe Laurie.</i> 	 乔·拉瑞 	ジョー･ローリー 
4406370	4409029	 <i>Eleanor Sarah Gibbs.</i> 	 埃莉诺·莎拉·吉布斯 	エレノア･シラ･ギブス 
4410273	4414034	 <i>Harry and Bronwyn Trigg.</i> 	 哈利  布朗温·崔格 	ハリー・ペンブルクとその家族 
4415338	4418038	 <i>Rob and Ellie Dowson.</i> 	 罗勃  艾利·道森 	ワトソンとアビー・ネルソン.... 
4419301	4422042	 <i>Georgia Clark-Day.</i> 	 乔治亚·德·克莱克 	 
4422616	4425045	 <i>Joshua Flexson.</i> 	 约书亚·佛莱克斯 	 
4425591	4427047	 <i>George Coutas.</i> 	 乔治·库塔斯 	 
4428004	4431051	 <i>Gabriella and Emily Mather.</i> 	 加布里埃拉  艾米丽·马瑟 	 
4431898	4438058	 <i>Jacob and Mimi Erland.</i>  <i>William and Brian Gallagher.</i> 	 雅各布  米·厄兰  威廉和布莱恩·加拉格尔 	  
4438213	4440000	 He doesn't know what he's doing, does he? 	 他不知道自己在做什么  是吗 	 ハリーは何をすればいいのか 分かってないだろう？ 
4443130	4445005	 None of us do. 	 我们都不清楚 	 誰も知らないわ。 
4447962	4450010	 <i>Toby and Olivia Gleaves.</i> 		 
4451143	4454014	 <i>Katie and James Killick.</i> 	 凯蒂  詹姆斯·克里克 	 
4454188	4456016	 <i>Elsie Valentine Schroeder.</i> 	 埃尔希·瓦伦丁·施罗德 	 
4457670	4463023	 <i>Jennifer Winston.</i>  <i>Tamsin and lola Hillicker.</i> 	 珍妮弗·温斯顿  塔姆辛  约拉·希里克 	  
4464545	4465025	 <i>Scarlet and Kitty Sharp.</i> 		 
4484150	4488048	 Oh, my God.  What? 	 -我的天啊  -怎么了 	 あら、いけない！  何だ？ 
4488670	4491051	 I'll tell you in a minute. 	 马上告诉你 	 後で話すわ。 
4491252	4494054	 Maybe you could tell me now. 	 现在不行吗 	 すぐに言って欲しいな。 
4494240	4497057	 The sword of Gryffindor, it's goblin-made. 	 格兰芬多剑  是妖精做的 	 グリフィンドールの剣は ゴブリン製よ。 
4497510	4498058	 Brilliant. 	 真聪明 	 すごいね 
4499590	4502002	 No, you don't understand. 	 不  你没听懂 	 あなたは分かってないわね。 
4502210	4505005	 Dirt and rust have no effect on the blade. 	 泥土和铁锈不会沾染剑锋 	 汚れやサビは刃に影響がないが… 
4505750	4509009	 It only takes in that which makes it stronger. 	 它只会吸收能增强自己力量的东西 	 刃はより強くなるものだけを取り込む。 
4509500	4511011	 Okay. 	 所以呢 	 なるほど… 
4511140	4514014	 Harry, you've already destroyed one Horcrux, right? 	 哈利  我们不是已经摧毁了一个魂器吗 	 ハリー、私たちはすでにホークラックスを 一つ破壊したわね？ 
4514670	4520020	 Tom Riddle's diary in the Chamber of Secrets.  With a Basilisk fang. If you tell me you've got one of those... 	 汤姆·里德尔密室里的日记  用的是蛇怪的毒牙  别告诉我你那血迹斑斑的珠绣包里 	 秘密の部屋のトム・リドルの日記よ。  バジリスクの歯でね。 君があのカバンの中に入れて 
4520078	4524024	 - ...in that bloody beaded bag of yours.... - Don't you see? 	 也有根毒牙  你还不明白吗 	 - 持ってきてると言うなら… - 分からないの？ 
4524196	4527027	 In the Chamber of Secrets, you stabbed the Basilisk with the sword of Gryffindor. 	 在密室里  你用格兰芬多剑杀死了蛇怪 	 秘密の部屋であなたはグリフィンドールの剣で バジリスクを刺したわね。 
4527920	4531031	 Its blade is impregnated with Basilisk venom. 	 它的刀刃沾染了蛇怪的毒液 	 その刃にはバジリスクの毒が 染み込んでるのよ。 
4531510	4533033	 It only takes in that which makes it stronger. 	 它只会吸收增强自己力量的东西 	 より強くなるものだけを取り込む。 
4533740	4537037	 - Exactly, which is why-- - It can destroy Horcruxes. 	 -对  这就是为什么  -它能摧毁魂器 	 - そのとおりよ。だから… - ホークラックスを破壊できる。 
4537430	4539039	 That's why Dumbledore left it to you in his will. 	 这就是邓不利多遗嘱的本意 	 だからダンブルドアは遺書で 剣をあなたに残したのよ。 
4539510	4548048	 You are brilliant, Hermione. Truly.  Actually, I'm highly logical, which allows me to look past extraneous detail... 	 你太聪明了  赫敏  真的  其实是因为我的逻辑  能让我把无关细节联系起来 	 君は素晴らしいよ。本当に…  私がとても理論的だから 無関係なものは無視して… 
4548340	4554054	 ...and perceive clearly that which others overlook.  Yeah, there's only one problem, of course. 	 而且能观察到别人忽略的东西  是的  但有个问题 	 他の人が見過ごすものを 理解できるんだわ。  よし、これで問題は１つだけだ。 
4559140	4561001	 The sword was stolen. 	 剑被偷了 	 剣が行方不明なことだ 
4562630	4565005	 Yeah, I'm still here. 	 瞧  我还在这 	 白けちゃうよ。 
4565928	4566006		 你们俩继续 	
4566033	4570010	 But you two carry on. Don't let me spoil the fun. 	 别因为我扫了兴 	 ぼくはここにいるのに 君たちは二人でいちゃついて。 
4571260	4575015	 - What's wrong? - Wrong? Nothing's wrong. 	 -怎么了  -没怎么啊 	 - どうしたんだ？ - どうも、こうもないよ。 
4575161	4577017	 Not according to you, anyway. 	 你想怎样就怎样 	 まあ、君の言うことは認めるよ… 
4577094	4581021	 Look, if you've got something to say, don't be shy. Spit it out. 	 如果你想说什么  别藏着掖着  说出来 	 もし言いたいことがあれば 恥ずかしがらずに、はっきり言えよ。 
4581320	4585025	 All right, I'll spit it out. But don't expect me to be grateful... 	 那我可就说了  别以为咱们现在要去找另一个鬼玩意了 	 そうかい、じゃあはっきり言うよ。 
4585095	4587027	 ...because there's another damn thing we've gotta find. 	 我就能开心点 	 また別の物を見つける必要があるからって ぼくが喜ぶとは思うなよ。 
