start	end	eng	cmn	jpn
3770451	3778058	 I'm going to find Allen and we're going to figure this thing out from the other side.  This may be CLU's game here, But in my world he's gone in one keystroke. 	 我去找艾伦  然后从外面想办法  这里也许是库鲁的游戏  但在我世界，一个按键就可除掉他 	 何とか脱出して アレンと一緒に策を練るよ  オレの世界に戻れば キー１つでクルーを消せる 
3778624	3781001	 But I can't do anything unless I get to the portal. 	 但没到入口，我束手无策 	
3783446	3788008	 My guts tell me that you don't want to be stuck in this place for eternity. 	 直觉告诉我  你并不想永远待在这 	 君も永遠にここに 居たそうだけど　違う？ 
3790487	3794014	 I really think you should consider your father's wisdom. 	 我觉得你该相信你父亲的智慧 	 お父さんの言ったこと 良く考えて 
3795283	3797017	 I have. 	 我有 	 分かってる 
3860457	3869029	 There's someone I once knew.  A program named Zuse, who fought along side the ISO's.  They say he can get anyone, anywhere. 	 我曾经认识一个叫宙斯的程式  他曾经和ISO一起奋战  据说他可以送任何人到任何地方 	 思い出したけど  アイソとたたかっていたズースという プログラムがいる  彼が助けてくれる 
3870793	3873033	 How do I find him? 	 怎么找他？ 	 どうすれば会える？ 
3876081	3878038	 This is his sector. 	 这是他的区块 	 ここが彼の居場所 
3881252	3884044	 Make it there alive.  And he'll find you. 	 活着撑到这里，他会找到你 	 たどり着けば 彼の方から見つけてくれる 
3924879	3928028	 Sam. 	 山姆？ 	 サム 
3930018	3931031	 Sam? 		 サム？ 
3963751	3969009		 所有程式在检查站必须出示光碟 	
3973386	3976016	 Hey man, it's your lucky day. 	 嘿，老兄！你今天走运了 	 どうも　今日はついている 
3983086	3986026	 Stop it. 	 拦住他！我们走 	 止まれ！ 
3990236	3994034		 违反本身设计功能的程式将被终结 	
3995742	4007047	 Sam Flynn.  -You remember me. -Yeah.  You gave me some advice.  And you followed it.  Its unfortunate we met the way we did. 	 山姆费林，还认得我吗？  认得，你给过我一些忠告  你也照做了，可惜当时的气氛不佳 	 サム・フリン 私を覚えている  あぁ アドバイスをくれたな 教えてくれって...  違う形で会えて良かった 
4008838	4010050	 You have a good night. 	 晚安 	 それじゃあ 
4010340	4012052	 You're looking for someone. 	 你在找人吗？ 	 何かを探してる？ 
4015322	4017057	 What makes you say that. 	 你为什么这么说？ 	 なぜそう思った？ 
4018144	4020000	 Intuition. 	 直觉 	 逆探知よ 
4022143	4026006	 Sir, sentries downtown,  recovered Flynn's light cycle. 	 主人，巡逻找到费林的光轮摩托 	 サー　　ダウンタウンで フリンのライトサイクルを見つけました 
4027607	4031011	 They've traced it to it's component of origin. 	 我们追查到它的出发位置 	 どこから来たのかも 突き止めました 
4055941	4059039	 Prepare the light-runner Quorra. 	 准备光电四驱车，柯拉 	 ライトランナーを出してくれ 
4059597	4062042	 We're going downtown. 	 我们要进城去了 	 ダウンタウンへ行く 
4084265	4086006	 Thank you for bringing my son to me. 	 谢谢你带我儿子过来 	 息子を連れてきてくれてありがとう 
4086607	4090010	 Flynn, you don't need to go. I sent him to someone we can trust. 	 你不需要去  我让他去找我们信得过的人 	 フリン！  行く気なの？ 信頼できる人を 行かせたから大丈夫よ 
4090671	4096016	 Quorra, there is no choice.  I won't lose him again. 	 没有选择了，我不想再失去他 	 クオラ　行くしかないんだ  あいつを失いたくないのだ 
4097859	4101021	 Chaos, good news. 	 混乱是好消息 	 チャンスはある 
4142388	4145005	 Relax, they're occupied. 	 别担心，他们在忙 	 大丈夫　気付かれないわ 
4151731	4158018	 His name is Castor.  You want to speak to Zuse you're going to have to go through him.  Castor: Where is your sense of humor, my friend? 	 他叫卡斯特，找宙斯得透过他  你的幽默感都到哪里去了，朋友？ 	 彼の名前はキャスター ブースの声は彼を通して聞こえるの  そんな怖い顔しなさんな 
4158135	4161021	 Programs are disappearing, Castor. Soon none of us will be left. 	 程式纷纷无故失踪，卡斯特  很快就轮到你我了 	 プログラムが次々と消えてる 皆で全面協力する 
4161530	4164024	 Zuse can unite the factions, ferment revolution. 	 宙斯可以结合派系，引发革命 	 ズースから皆をまとめて 革命を起こしてくれと 
4164410	4168028	 Well of course Zuse can do these things.  Grant me an audience. 	 宙斯当然办得到  那，安排我会面 	 ズースなら勿論できる 彼に会わせてくれ 
4168164	4171031	 Your enthusiasm is intoxicating my dear bot, 	 你的热情真令人陶醉，巴提克 	 君の熱意には惚れ惚れするよ 
4171298	4174034	 But Zuse's time is precious. 	 但宙斯的时间太珍贵… 	 しかしズースは忙しい 
4174132	4176036	 We shall see. 	 再说吧 	 様子を見させてくれ 
4178257	4180040	 Whispers: I bought your boy, Flynn. 	 我带来了费林的儿子 	 フリンが... 
4180343	4189049	 If you'll excuse me a moment, I have to, uh...  Attend to something, but have a drink.  Courtesy of the "End of line" club. 	 对不起，我有件事要处理  来喝一杯吧，极限俱乐部请客 	 悪いがこれで失礼する  用事ができた　でも飲んでくれ 私のクラブのおごりだ 
4189519	4190050	 It is happening. 	 革命已经开始了 	 始まるのか？ 
4190836	4194054	 Come, away from these primitive functions. 	 来吧，远离这些未开化的程式们 	 事故は原始的なプログラムで 
4195034	4197057	 The son of Flynn. 	 费林的儿子 	 フリンの息子か？ 
4197459	4202002	 Of all the innumerable possibilities.  He has to walk into mine. 	 在无数可能中，他走进了我的店 	 行く先はいろいろあっただろうに 私の店に来てくれるとは 
4203399	4208008	 Libations, for everybody! 	 我请每人一杯酒！ 	 今日は全ておごりだ 
4210398	4214014	 I'm Castor.  Your host. 	 我叫卡斯特，这里的主人 	 私はキャスター あなたは王子 
4214065	4219019	 Provider of any and all entertainment and diversions. 	 各式各样娱乐及消遣的提供者 	 ありとあらゆる場を提供できる 
4219089	4220020	 At your service. 	 竭诚为您服务 	 遠慮なくなんなりと 
4223219	4225025	 I'm looking for Zuse. 	 我在找宙斯 	 ズースを探してる 
4225406	4228028	 Indeed.  Many are. 	 是啊，谁不是呢 	 そういう奴は大勢いる 
4228808	4230030	 Where can I find him? 	 哪里可以找到他？ 	 何処へ行けばいい？ 
4230925	4234034	 This pretty miss, is a conversation best had behind closed doors. 	 往这，我们借一步说话 	 人が居ない場所で 話した方がよさそうだ 
4234923	4238038	 Perhaps we should retire to my private lounge. 	 也许我们应该到我私人包厢 	 私のプライベートラウンジへ 招待しよう 
4240203	4244044	 Uh, designed it myself, you know.  It's true. 	 我自己设计的，真的 	 どうだ？ 私のデザインだ ほんとに！ 
4244393	4249049	 I'm stepping away for a moment, boys.  Change the scheme, alter the mood. 	 我得离开一下，各位  音乐放下去，喇叭催下去 	 それじゃあチョット失礼 音楽を変えて盛り上げろ 
4249120	4253053	 Electrify the boys and girls, if you'd be so kind. 	 让大家high一下 	 男も女も痺れるようなのをかけろ 
4256502	4257057	 Thank you. 	 谢谢 	 サンキュー 
4257709	4260000	 Gem.  My name is, Gem. 	 琴，我的名字叫琴 	 ゲム 私はゲム 
4302048	4304044	 Cozy. 	 挺舒适的 	 快適だ 
4384406	4387007	 -You are CLU. -I am CLU. 	 你是库鲁  我是库鲁 	 - お前はクルーだ - 私はクルー 
4387043	4392012	 You will create the perfect system.  I will create the perfect system. 	 你会创造出完美的系统  我会创造出完美的系统 	 お前は完璧なシステムを作る 私は完璧なシステムを作る 
4395474	4398018	 Together we're going to change the world, man. 	 我们将会一起改变世界 	 ２人で一緒に世界を変えよう 
4425724	4427047	 Let's move. 	 我们走吧 	 行くぞ 
4429193	4433053	 Zuse has been around since the earliest days of the gaming grid. 	 宙斯从最早游戏网络时代就存在 	 ズースは  ゲームグリッドが 生まれたばかりの頃からいる 
4433492	4437057	 By necessity. He has to mine all the percentages. 	 负责从所有角度 	 必然的に　あらゆる戦法やトリックを 
4437642	4439059	 All the angles. 	 演算出所有结果的产出机率 	 知り尽くしてる 
4439274	4441001	 So when do I meet him? 	 我何时可以见他？ 	 いつ会える？ 
4443981	4447007	 You...just...did. 	 你已经见过他了 	 たった　いま　会ってる 
4450480	4454014	 Zuse: After the purge, I needed to reinvent myself. 	 「净化」之后，我得重新塑造自己 	 例の騒動の後 正体を隠す必要があった 
4454526	4457017	 Self preservation, you understand. 	 自我保护，你知道的 	 自己保存　とでも言うか 
4462041	4467027	 Now.  What can I do, for you? 	 现在…有什么需要我帮忙的？ 	 でっ！  何を私に頼みたい？ 
4469256	4471031	 I need to get to the portal. 	 我需要去入口 	 ポータルに行きたい 
4471550	4475035	 Well, it's closing quickly.  As I'm sure, you're aware. 	 它将要关闭了，你应该知道 	 もう直ぐ閉じてしまうぞ  分かってると思うが 
4475712	4479039	 Tick-tock, tick-tock.  And it's quite the journey. 	 时间滴答滴答过去，路途又遥远 	 残り時間は僅か  しかもかなりの長旅だぞ 
4479725	4482042	 Beyond the far reaches of the outlands. 	 比任何的界外更遥远 	 アウトランドの更に向こう側だ 
4482603	4488048	 Your father didn't want any programs, slipping out accidentally, did he. 	 你父亲不想让任何程式溜出去 	 君の父上は他のプログラムが 簡単に近づけないようにしたんだ 
4488442	4499059	 Can you help me?  Of course.  But first, as a man who prides himself on staying well informed.  I must ask, who sent you my way? 	 你能帮我吗？  当然  但身为一个理当无所不知的人  我想知道谁要你过来找我 	 助けてくれるか？ もちろん  その前にあらゆる情報を 知りたいんだろ？  誰が教えた？ 
4502581	4507007	 Her name's, Quorra.  Said she met you a long time ago. 	 她叫柯拉，说她很久前见过你 	 クオラだ！  私の親友だと言ってた 
4507420	4512012	 Indeed she did.  Many cycles ago. 	 是啊，许多周期以前 	 あぁ　確かに  何サイクルも前は 
4512758	4515015	 It was a different time. 	 那是个不同的时代 	 今とはまるで違う時代だ 
4515678	4519019	 But we're not here to relive the past.  Let's see about your future, shall we? 	 现在不是怀念过去的时候  我们该关注是你的未来 	 でも過去のことはどうでもいい 君の未来の話しをしよう 
4519640	4525025	 Now, we'll have to, uh...  change your attire, and you'll need a forged disc.  Not easy these days, by the way. 	 我们得改变你的打扮  伪造一个光碟  最近越来越难了 	 まずは質問　装いを変えて  イズラテクトも必要だ 最近は手に入り難い 
4525099	4531031	 And of course you'll need transport.  To cross the sea of simulation. 	 还需要交通工具横跨模拟之海 	 それから移動時間が無いと  シミュレーションの海を渡る前に 
4542554	4545045	 This is going to be quite a ride. 	 这将会是个毕生难忘的旅程 	 最前の旅になりそうだ 
4557845	4560000	 I believed in users once before. 	 我一度也曾相信过使用者 	 ユーザーを信じた事もあった 
4561328	4563003	 Playing all the angles. 	 原来你们从这个角度 	 これが戦法なのか 
4567688	4569009	 Revenge! 	 反抗！ 	 戦え！ 
4577888	4581021	 The game has changed.  Son of Flynn! 	 游戏有所不同了，费林的儿子 	 状況は変わったのだ フリンの息子よ 
4591463	4593033	 Ha, ha, haaa. 		
4598101	4600040	 Met your friend.  He's fantastic. 	 我见过你朋友了，他真了不起 	 来てくれたのか　彼は素晴らしい 
4600471	4604044	 Behold, the son of our maker. 	 看哪！创造主的儿子！ 	 みんな見ろ　創造主の息子を 
4617854	4619059			 イャー！ 
4629132	4630010	 Yeah, yeah. 		 イャー　イャー！ 
4632368	4633013	 Yeah, yeah. 		 イャー　イャー！ 
4670006	4671051			 Go, go! 
4676589	4679059	 Let's split, man. 	 我们快走 	 早く逃げよう 
4699209	4700020	 Whoa, whoa, whoa. 		 おい　おい　おいっ！ 
4718508	4721041	 Sam: A little help here, maybe. 	 想点办法，好吗？ 	 父さん　頼むよ！ 
4742321	4746006	 Your Disc.  Dad, it's gone. 	 你的光碟，不见了 	 ディスクは  無くなっている 
4746659	4748008	 It is. 	 是的 	 そうだ 
4750454	4752012	 I'm sorry, I know I messed up. 	 对不起，我知道我搞砸了 	 ゴメン　オレが悪いんだ 
4754291	4756016	 Sam: We can go back, I can go back. 	 我们可以回去，我可以回去 	 取り返しに行かなきゃ 
4756210	4758018	 No, we stay together. 	 不，我们得待在一起 	 いや　一緒に居ろ 
4758379	4761021	 Dad, I can do this.  You've done enough all ready. 	 爸，我做得到  你做得够多了 	 オレやれるって これ以上何もするな 
4766762	4769029	 Sam, your really--- 	 你真的… 	 サム　これ以上... 
4771350	4774034	 You're messin' with my Zen thing, man. 	 你真的破坏了我的平静 	 揉め事を増やすな 
4776355	4778038	 She's stable. 	 她的情况已经稳定了 	 容態は安定している 
4778732	4782042	 So what do we do now?  I don't know. Nothing. 	 所以我们现在要做什么？  我不知道，什么都不做 	 これからどうするの？ さあな　何もだ 
4782903	4785045	 We do nothing. 	 我们什么都不做 	 何もしない 
4785698	4787047	 We still, 	 不要动 	 今後は 
4789868	4791051	 ...wait. 	 等待 	 待て 
4799253	4802002	 You ever jump a freight train? 	 你有没有跳过火车？ 	 列車に飛び乗ったことがあるか？ 
4803003	4807007	 Huh?  We do it your way.  It's a long sprint to the portal. 	 我们照你的方式做  全速冲刺到入口 	 はぁっ？  どうしても望むなら ポータルまで全速力だ 
4807469	4809009	 If we beat CLU there we have a chance. 	 如果我们比库鲁早到就还有机会 	 クルーより先に着けばいい 
4809471	4811011	 Let's get her out of here. 	 抱她出去吧 	 クオラを頼む 
4829736	4831031	 This will take us there. 	 这个会带我们到入口 	 こいつに乗っていく 
4858312	4863003	 Is she going to make it?  I don't know, I gotta identify the damaged code. 	 她撑得过去吗？  不确定，我得查出受损的序号 	 彼女　助かるの？ さぁ？  どこにダメージがあるか 付きとめなければ 
4863609	4867007	 The sequence on it is just enormously complex. 	 这个排列组合太错综复杂 	 しかし配列が極めて複雑なんだ 
4868489	4874014	 Sam: But didn't you write it?  (Laughs) Some of it, the rest of it is just, 	 但你不是创造主吗？  只有部分是，其余的都… 	 父さんが書いたんだろ？ 一応はな　だがそれ以外はとても 
4875788	4878018	 beyond me. 	 超出我的能力范围 	 理解できない 
4879792	4882022	 She's an Iso. 	 她是ISO 	 クオラはアイソ？ 
4882169	4885025	 Yeah, the last Iso. 	 最后的ISO 	 あぁ　最後のアイソだ 
4886817	4895035	 All this time you were just, protecting her.  She's the miracle, man.  Everything I ever worked for. 	 所以这些日子…你都在保护她  她就是我说的奇迹  我所做一切研究的目标 	 ずっと父さんは  彼女を守ってたんだね  彼女は奇跡だ 私の夢だったよ 
4896183	4900040	 A digital frontier to reshape the human condition. 	 数位领域以改造人类现壮 	 無限の可能性を持つ デジタル世界の象徴だ 
4900854	4908048	 I always thought that was just a plot line.  In our world, she could change everything. 	 我以为那只是一个口号  在我们的世界，她可以改变一切 	 そんなもの存在しないと思ってた  我々の世界に来れば 彼女は全てを変えられる 
4913749	4916056	 Check that out. 	 看！ 	 これを見ろよ 
4924128	4926006	 She risked herself for me. 	 她为我牺牲了自己 	 命がけで助けてくれた 
4928048	4930010	 Some things are worth the risk. 	 有些东西是值得牺牲的 	 それだけでも価値はあるんだ 
4943990	4946026	 Look at this. 	 你看 	 見ろ 
4948517	4953033	 Now that is impressive,  if I do say so myself, huh? 	 真是令人叹为观止，不是我自夸 	 回復力は見事なものだ そうだろ！ 
4953740	4957037	 Come on, it's going to take a while for her system to reboot. 	 跟我来  她系统重新启动还要些时间 	 彼女が再構築するまで時間が掛かる 
4957161	4960040	 Now it's time for you to tell me a story. 	 现在轮到你讲故事给我听 	 その間にお前の話が聞きたい 
4978390	4984004	 The boy and Flynn are gone.  I presume your Excellency, they perished in the elevator. 	 男孩跟费林不见了！  我猜，主人，他们应该从电梯跑了 	 グリッドもフリンも消えた  エレベーターの中ででも潰れたんだろ 
4988066	4989009	 You presume. 	 你猜的 	 思うだけか？ 
4991778	4994014	 Find them. 	 找到他们 	 見つけろ 
4998004	5004024	 Ice caps are melting,  War in the middle east.  Lakers, Celtics, Batman. 	 冰帽快融化了，中东在打仗  湖人队又对上塞尔蒂克队了 	 氷河が溶けたら 中東で戦争が...  レイカーズ　セルティック　バットマン 
5005209	5008028	 I don't know rich are getting richer. The poor are getting poorer. 	 还有什么，富人越富，穷人更穷 	 金持ちはどんどん金持ちに 貧乏人は貧乏人のまま 
5008253	5011031	 Cell phones, online dating, Wi-Fi. 	 手机，网路约会，无线网路 	 携帯　出会い系　ワイ-ファイ 
5011089	5020040	 What's Wi-Fi?  -Wireless sim-linking -Of Digital devices?  -Yeah. -Oh.  I thought of that when you were five. 	 什么是无线网路？  不用线路的连结  数位装置吗？  对  我在85年有想过 	 ワイ-ファイって何だ？ 無線相互接続  デジタルサービスの事か？ - そう  - へぇ １５年も前に思いついてた 
5025395	5027047	 Mom and Dad, 	 爷爷奶奶… 	 お婆ちゃんとお爺ちゃんは？ 
5029191	5031051	 -I assume let go -Yeah. 	 我猜他们已经…  对 	 もしかしたら　もぅ... あぁ 
5032935	5033053	 Oh. 		 そうか 
5034512	5040000	 Back when I was twelve.  Gram five years later. 	 爷爷是我12岁时，奶奶是5年后 	 お爺ちゃんは１２のときに  お婆ちゃんはその５年後 
5042837	5050010	 You remember that night.  When you didn't come home.  - Well, you said, - I said I'd show you the grid. 	 你还记得那天晚上，你没有回家  你说…  我要给你看创界网络 	 あの夜を覚えてる？ 最後に話した...  父さんは  グリッドを見せると約束した 
5052089	5054014	 You should have seen this place back then. 	 你应该看看那时的创界网络 	 当時のここを見せたかった 
5055425	5063023	 Couldn't wait to show it to you.  The net-way.  Must have been something, before CLU screwed it up. 	 我等不及要给你看  等不及  在库鲁搞砸前应该很炫吧 	 驚いただろうな あれを見れば  クルーが台無しにする前まで 
5063350	5065025	 No, no, he, 	 不，他… 	 クルーがじゃない 
5066770	5069029	 he's me.  I screwed it up. 	 他即是我，是我搞砸了 	 クルーは私だ　　私が悪い 
5070923	5073033	 Crazy after perfection. 	 一味追求完美 	 完璧さを求め過ぎて 
5075237	5079039	 Chasing after what was right in front of me. 	 追逐明明就近在眼前的东西 	 目の前にあるものを 
5079658	5081041	 Right in front of me. 	 我的眼前 	 見落としていた 
5083147	5088048	 Look what you've accomplished.  It's incredible. 	 看看你所创造的，真是了不起 	 大切なものを  でもこれを作り上げた 
5088271	5089049	 Sam. 		 サム 
5090168	5093053	 I'd give it all up for one more day with you. 	 只要能多跟你相处一天  我愿意用这一切来换 	 お前とあと１日過ごせるのが 精一杯だ 
5107142	5108008	 Hey. 		 そうだ 
5108145	5110010	 Remember your old Ducati? 	 你还记得你那辆杜卡迪重机吗？ 	 ドゥカティを覚えてる？ 
5110280	5114014	 You kidding me. There's not a day goes by I don't think about that bike. 	 我没有一天不想它 	 あのバイクの事は 毎日思い出してるさ 
5114026	5118018	 Yeah, well. Fixing her up.  What are you busting my bike? 	 我正在改装它  你把它撞坏了？ 	 いま直してるんだ 壊したのか？ 
5118030	5124024	 Well twenty years in the shed, no tork, I mean.  She knew you were her love. 	 停在仓库20年没铺防水布  它需要一点爱 	 ２０年ほったらかしで 可愛そうだから 
5125537	5127027	 How's she running? 	 它跑得还好吗？ 	 走りはどうだ？ 
5127039	5131031	 Well, when I'm done.  Better than ever. 	 等我修好，会跟新的一样 	 修理が済んだら 前よりも早くなるよ 
5131557	5135035	 Aw man, I'd like to see that. 	 我倒是想看看 	 是非　見たいものだ 
5136548	5138038	 You will. 	 你会的 	 見られるさ 
5141973	5145045	 Here, she's rebooting, give her this. 	 她重新启动了，这个给她 	 クオラが再起動したら飲ませろ 
5145125	5149049	 Your old man is going to knock on the sky, listen for the sound. 	 你老爸要开始冥想放空 	 私は空をノックしてくる音を聞くから 
5175117	5180020	 When Flynn entered the space, ahh, everything changed. 	 当费林踏进来，所有东西都变了 	 フリンがここに現れた時  何もかも全てが変わりました 
5180926	5184024	 Zuse: I've never seen anything quite like it. 	 我从没见过这种壮况 	 全く見た事の無い光景でしたよ 
5184653	5189029	 The aura was palpable. 	 大家对他的尊敬一目了然 	 衝撃  とでも... 
5190552	5197037	 Was it.  I presume our understanding,  is still valid. 	 是吗？  我们的协议还有效吗？ 	 そうか 私の報酬は  前に決めた通りで宜しいですね！ 
5198193	5200040	 Control of the city. 	 由我掌控城市？ 	 シティの支配者 
5200779	5204044	 A sizable request.  I know. But, uh... 	 有点狮子大开口，我也知 	 法外な要求のようですが 分かってる 
5204074	5209049	 Seemingly fitting compensation.  Don't you think? 	 但其实是合理的报酬，不是吗？ 	 ですが... 充分にあると  そうでしょ？ 
5210372	5214054	 How long have you been searching for this?  Hmm? 	 你找费林光碟多久了，库鲁？ 	 どのくらいこれを探してたんです？ クルー？ 
5214577	5218058	 A thousand cycles...huh? 	 数千个周期了，不是吗？ 	 １０００サイクルくらい？ 
5218338	5221001	 Just imagine the secrets it holds. 	 想橡它里面隐藏的的秘密 	 どれだけの秘密がここに 入ってると思います？ 
5224469	5230010	 The master key to any and all,  riddles of the grid, grid, grid. 	 创界网络所有谜题的解答 	 マスターキーほか全て  グリッドに関する謎など　ここに 
5233369	5236016	 There's something else, too.  Isn't there? 	 但还有其它的东西对吧？ 	 でも　それだけじゃない 
5236204	5242022	 I've heard the chatter.  About this private initiative. 	 我听说过某个台面下的计划 	 そうなんでしょ？  小耳に挟みましたよ  あなたの大切な秘密も 
5251830	5258038	 I realize that our alliance is at times,  uneasy. 	 我了解我们的结盟不是非常顺利 	 我々の協力関係は  時には  危うく 
5258086	5260040	 But always necessary. 	 但却是必要的 	 だが　お互いを必要としている 
5261798	5267047	 You know you need me.  Right where I am.  CLU. 	 你也知我在对你有好处，库鲁？ 	 いつまでも私に  居て欲しいでしょ  クルー？ 
5267989	5272052	 Of course, you're right.  You have the drink. 	 你当然是对的  享受你的饮料 	 あぁ　勿論だとも  ゆっくりやってくれ 
5280275	5282002	 End of line, man. 	 极限到此为止 	 世話になったな 
5292246	5298018	 - (Gasps for breath) -Hey, hey.  It's okay, we're safe for now.  We're heading east, towards the portal. 	 没关系，我们现在安全了  我们正向东朝着入口前进 	 落ちつけ　　もう大丈夫  俺たちポータルに向かってる 
5300137	5302022	 CLU has the disc. 	 库鲁拿走光碟 	 クルーのディスクを 
5303048	5306026	 Once I get out, I can shut him down. 	 当我出去后，我就可以将他关掉 	 直ぐに後をつけてる 
5307928	5311031	 I should never have sent you to Zuse.  It was a mistake. 	 我不应该叫你去找宙斯  这是一个错误 	 あなたをズースの所へ行かせたのは 間違いだった 
5311723	5314034	 It's okay, I made a few myself. 	 没关系，我也犯了几个错误 	 良いんだ　オレも間違いばかりさ 
5319523	5321041	 Where is he? 	 他在哪里？ 	 フリンは何処に？ 
5321196	5327047	 I think he's knocking on the sky.  And listening to the sound. 	 我想他还在冥想  放空中 	 空をノックしてると思う  音を聞きながら 
5328573	5332052	 Yeah.  How did you find him? 	 你怎找到他的？ 	 あぁ  どうやって彼を？ 
5342087	5343003	 It's okay. 	 不用怕 	 大丈夫だよ 
5346091	5347007	 I know. 	 我都知道 	 分かってる 
5352597	5355015	 It was during the purge. 	 那是净化时期 	 粛清されてるときに 
5355934	5358018	 CLU was relentless. 	 库鲁大开杀戒 	 クルーは要人と組んでいて 
5358395	5362022	 The Black guard were executing Iso's in the streets. 	 黑卫队在街上处决ISO 	 アイソ達をブラックカードに 処刑させていた 
5362816	5366026	 Everyone I knew,  disappeared. 	 我认识的每个人都消失了 	 私の仲間は　みんな消えた 
5368405	5370030	 Then they came for me. 	 然后轮到我 	 いよいよ私 
5373159	5375035	 So I ran. 	 我逃了 	 私は逃げたの 
5376079	5379039	 As sympathetic programs smuggled me out of the city. 	 有个同情心的程式把我偷渡出城市 	 見方のプログラムは私を 脱出させてくれたけど 
5379624	5384044	 but soon they had me surrounded.  I prepared for the end. 	 但后来他们包围了我  我准备面对大限 	 でも　すでに囲まれていて  私は死を覚悟した 
5384337	5390050	 And just as everything was going dark.  I felt a hand.  On my shoulder. 	 当一切都变黑时  有只手放在我肩膀上 	 目の前が真っ暗になったとき  誰かの手が　　私の肩を 
5392971	5395055	 And when I opened my eyes. 	 当我睁开眼睛 	 目を覚ますと 
5396558	5401001	 Standing above me,  was the creator. 	 站在我身边的是创造主 	 私を見下ろしてたのは 創造主 
5403508	5405005	 Your father. 	 你的父亲 	 あなたの父さん 
5406679	5408008	 He saved me. 	 他救了我 	 助けてくれたの 
5412443	5416016	 I guess you could say I'm, a rescue. 	 应该可以说我是被捡回来的 	 あなたの犬のように 救われたの 
5435430	5442042	 Sam: Hell of a view.  It used to let us know that Flynn was here.  It became a symbol of something bigger. 	 好壮观  它让我们知道费林在这里  它已经成为希望的象征 	 スゴイ眺めだ  昔はこれを見ると フリンが来てると分かって  希望の象徴になってた 
5442228	5446046	 Something, better in this world. 	 有地方比这世界更美好 	 ここよりもいい世界 
5446505	5449049	 I've never been this close before. 	 我从没这么靠近过 	 こんな近くで見るのは初めて 
5450195	5455055	 It's how I imagined a sunrise to be.  Ah, trust me. There's no comparison. 	 我想橡中日出应该就是如此  相信我，这跟真的差很多 	 朝日ってこんな感じ？  いや！　これよりもモット凄い 
5458768	5461001	 What's it like? 	 那应该是怎样？ 	 どんなもの？ 
5462791	5465005	 -The sun? -Yeah. 	 太阳？  对 	 太陽が？ えぇ 
5466044	5468008	 Oh, man. 	 老天 	 そうだな 
5469631	5472012	 I've never had to describe it before. 	 我从没想过要形容它 	 言葉で表したこと無かったけど 
5474344	5475015	 Warm. 	 温暖 	 あったかくて 
5477555	5479019	 Radiant. 	 光芒四射 	 まぶしくて 
5482018	5484024	 Beautiful. 	 美好 	 キレイだ 
5509254	5512052	 Get below.  MOVE! 	 往下找掩护！快 	 下に行くぞ　急げ！ 
5513758	5514054		 这不该出现在这里 	
5514282	5516056	 This isn't suppose to be here. 		 予想はしてたが... 
5520682	5524004	 What happened?  A new course. 	 发生什么事？  航道改变 	 いったい　何が？ リンクが変わってる 
5534696	5536016	 What is this? 	 这些是什么？ 	 どういうこと？ 
5536906	5539019	 CLU can't create programs. 	 库鲁无法创造程式 	 クルーはプログラムを作れない 
5539117	5542022	 He can only destroy and repurpose them. 	 他只能毁灭或改写它们 	 出来るのは破壊と　目的の変更だけだ 
5542662	5545025	 Repurpose them for what? 	 改写做什么？ 	 目的に変更？ 
5548293	5552032		 第六军团请到爱尔法码头报到 	
5555967	5557037	 Sam: He's building an army. 	 他在建立军队 	 軍隊を作ってる 
5558303	5559039	 Let's go. 	 我们走吧 	 行こう 
5559554	5564044		 所有高阶程式请到作战基地报到 	
5589542	5590010		 再见 	
5590249	5592012	 -Goodbye. -Quorra! 	 不，等一下 	 サヨナラ クオラ！　行くな！ 
5592283	5593013	 Quorra. 		
5593094	5596016	 What's she doing?  Removing herself from the equation. 	 她在干嘛？  把她自己从等式中移除 	 何をする気だ？ 自分で決めたんだ 
5613983	5615035	 Tron. 	 是创 	 トロン 
5617195	5619039	 He's alive. 	 他还活着 	 生きてたのか... 
5619781	5621041		 旗舰艇停靠中 	
5625119	5629049	 We can't just let her go.  Sam!  There's another way. 	 我们不能让她牺牲  不，我们还有一个办法 	 このままほっとけない 待て　サム！　方法はある 
5629582	5631051		 旗舰艇停靠中 	
5643221	5645005	 Well done sir. 	 干得好，主人 	 お見事です 
5659404	5662022	 Have you ever seen anything like it? 	 我从没见过这样的东西 	 こんなディスクは見たことがありません 
5662198	5669029	 Humbly, sir.  I know you have greater designs, then any of us understand. 	 容小的说，主人…  我知道你的计划超乎想橡 	 恐らくあなたも 私の理解を超える計画を  お持ちなんでしょうけれども 
5669914	5671031	 What does it do? 	 这可以干什么？ 	 これを使って何を？ 
5697038	5699059	 She's going to wind up like one of them. 	 她最后会变成他们一分子 	 クオラは消されてしまうのか 
5699861	5700000		 继续前进 	
5700101	5701001	 Keep moving, Sam. 		 行くぞ　サム 
5704955	5708008	 (Programs chanting, CLU, CLU) 		
5711456	5715015	 You are a very rare bird, aren't you. 	 你还真是少数民族，不是吗？ 	 お前はかなり珍しいプログラムだな 
5723635	5730030	 Where's your disc? Where is he? 	 你的光碟呢？  他人呢？ 	 ディスクは何処だ？  あいつは何処だ？ 
5731643	5734034	 Must have been so lonely out there. 	 独自在外一定很孤单吧 	 向こうでは寂しかったろうな 
5735772	5738038	 Tragic to be the only one. 	 没有同类真是不幸 	 仲間が1人も居ないんだから 
